customer_id,revenue,f0_
1996,31756.52,1
2063,2585.57,1
2124,223.44,1
2141,495.11,1
2156,2030.0,1
2233,32.33,1
2238,543.59,1
2251,8022.74,1
2252,46238.05,1
2252,1303.53,1
2261,318.31,1
2267,1244.69,1
2320,1719.38,1
2327,1606.28,1
2331,311.34,1
2409,6604.34,1
2410,1478.45,1
2417,355.81,1
2417,2403.22,1
2417,0.0,1
2417,417.59,1
2417,50762.93,1
2417,110.92,1
2417,639.65,1
2417,709.19,1
2417,1197.1,1
2417,1224.92,1
2417,1014.5,1
2417,80.23,1
2427,1725.63,1
2447,2671.08,1
2479,811.62,1
2515,13908.26,1
2515,912.9,1
2569,1531.62,1
2584,291.89,1
2599,0.0,1
2604,941.35,1
2604,2113.56,1
2604,536.7,1
2647,523.73,1
2662,6494.74,1
2717,2202.83,1
2747,11627.45,1
2759,216.31,1
2759,607.3,1
2881,2176.9,1
2892,364.98,1
2903,176.36,1
2919,29.16,1
2939,66811.58,1
2947,8150.17,1
2971,345.43,1
2971,792.44,1
2974,0.0,1
2985,26340.21,1
2985,726.27,1
3021,321.72,1
3054,22736.89,1
3073,0.0,1
3119,0.0,1
3123,13.65,1
3127,963.17,1
3127,83.71,1
3129,825.64,1
3169,676.72,1
3203,335.27,1
3203,2803.86,1
3214,1350.01,1
3214,144.62,1
3214,6695.08,1
3228,41288.98,1
3261,1767.61,1
3261,25642.39,1
3262,132.14,1
3332,433.04,1
3340,442.78,1
3351,25105.27,1
3351,906.87,1
3428,1489.23,1
3436,436.66,1
3507,2389.79,1
3527,1998.76,1
3547,899.86,1
3604,1453.8,1
3604,3026.51,1
3621,4820.31,1
3621,1648.46,1
3623,1626.99,1
3627,1438.28,1
3666,1654.37,1
3666,137019.2,1
3666,1181.96,1
3674,5722.71,1
3684,383.44,1
3687,1162.1,1
3711,2824.26,1
3711,1896.74,1
3714,650.99,1
3714,825.1,1
3781,99.01,1
3798,1910.93,1
3798,2205.97,1
3798,14795.84,1
3798,861.06,1
3798,1851.83,1
3798,941.64,1
3798,660.48,1
3798,4448.94,1
3798,4761.39,1
3798,7329.72,1
3798,445.64,1
3798,350.64,1
3798,3394.1,1
3798,1940.72,1
3798,268.1,1
3798,2573.63,1
3798,1116.12,1
3798,0.0,1
3798,50475.63,1
3798,2598.5,1
3798,4803.84,1
3798,550.87,1
3798,1709.65,1
3798,16826.73,1
3798,1173.31,1
3798,3059.37,1
3798,4443.78,1
3798,666.4,1
3798,329.48,1
3798,4356.53,1
3798,23200.02,1
3798,3679.32,1
3798,6490.87,1
3798,897.8,1
3798,1779.13,1
3798,4005.09,1
3798,208.48,1
3798,581.65,1
3798,1865.41,1
3798,2311.23,1
3798,1534.72,1
3822,4158.18,1
3897,2375.8,1
3922,3123.89,1
3958,1772.16,1
3974,741.35,1
3992,650.21,1
4009,2009.69,1
4033,34402.05,1
4054,294.15,1
4067,1334.48,1
4139,2510.78,1
4139,60901.42,1
4139,1890.84,1
4139,1690.27,1
4170,118.04,1
4203,0.0,1
4280,3136.2,1
4282,798.75,1
4283,5980.48,1
4304,2034.7,1
4315,1576.17,1
4316,721.15,1
4358,13277.25,1
4367,1107.99,1
4375,3615.46,1
4390,1596.88,1
4394,10176.8,1
4434,82.05,1
4449,1978.92,1
4452,2450.09,1
4452,2038.57,1
4467,1388.56,1
4476,1879.17,1
4484,6816.3,1
4542,5670.51,1
4542,31442.52,1
4617,2055.02,1
4649,0.0,1
4650,3627.25,1
4719,3202.5,1
4748,0.0,1
4833,1491.65,1
4851,2555.91,1
4863,4227.85,1
4880,537.46,1
4889,3002.37,1
4892,1701.29,1
4940,2398.31,1
4940,1866.83,1
4940,3547.1,1
4940,0.0,1
4941,1408.68,1
4953,29.9,1
4953,5575.5,1
4953,1029.36,1
4953,2624.91,1
4965,699.3,1
4979,1210.12,1
5025,1399.86,1
5035,4872.96,1
5055,5502.23,1
5055,56.97,1
5057,4197.82,1
5079,2161.48,1
5128,457.35,1
5142,4424.2,1
5157,3138.48,1
5159,3256.58,1
5180,0.0,1
5247,2388.14,1
5303,898.08,1
5304,2251.77,1
5331,594.8,1
5377,0.0,1
5377,4459.3,1
5377,1532.16,1
5377,5388.15,1
5378,399.33,1
5397,528.9,1
5400,734.43,1
5497,5540.94,1
5530,1946.39,1
5603,5709.4,1
5626,847.79,1
5692,0.0,1
5700,115.75,1
5852,1339.13,1
5892,0.0,1
5908,2224.97,1
5922,1722.94,1
5938,4524.09,1
5940,938.25,1
5940,0.0,1
6060,3047.33,1
6087,10.78,1
6087,532.5,1
6087,0.0,1
6095,2763.93,1
6123,109.07,1
6155,1320.41,1
6211,703.14,1
6211,1448.41,1
6211,1110.07,1
6211,1232.34,1
6211,2683.5,1
6226,294.82,1
6235,747.16,1
6286,3377.51,1
6286,2150.05,1
6300,2036.64,1
6361,167.77,1
6371,9093.96,1
6371,3267.39,1
6371,526.66,1
6371,1437.91,1
6428,0.0,1
6445,11.95,1
6464,10536.82,1
6472,2580.12,1
6472,1827.54,1
6472,1219.34,1
6521,831.67,1
6543,465.2,1
6543,27.23,1
6665,3039.65,1
6696,0.0,1
6696,1029.73,1
6696,2473.31,1
6696,7207.47,1
6696,0.0,1
6696,1774.5,1
6696,1857.02,1
6718,274.09,1
6718,953.82,1
6723,4076.39,1
6765,1280.87,1
6791,1548.54,1
6813,2995.5,1
6851,1153.68,1
6851,413.83,1
6851,202.04,1
6851,1815.52,1
6867,4067.64,1
6875,2674.69,1
6906,5.53,1
6967,2519.8,1
6971,4301.03,1
7021,2133.69,1
7079,2142.46,1
7094,843.48,1
7097,6575.94,1
7101,1188.02,1
7125,811.66,1
7128,280.72,1
7140,4780.77,1
7278,2060.64,1
7301,1409.26,1
7345,64300.08,1
7444,1927.51,1
7454,1529.4,1
7475,1476.52,1
7496,3061.53,1
7511,906.18,1
7555,3086.37,1
7565,205.23,1
7607,404.03,1
7615,1052.33,1
7615,3253.35,1
7615,5406.05,1
7615,1437.7,1
7615,1505.58,1
7615,7611.53,1
7615,3317.63,1
7615,792.49,1
7615,764.83,1
7615,2730.89,1
7615,1853.39,1
7615,127.65,1
7615,4111.87,1
7615,367.3,1
7615,1925.31,1
7615,200.64,1
7615,2268.61,1
7615,2450.49,1
7615,9623.55,1
7615,2050.19,1
7615,1144.43,1
7615,10.83,1
7615,3105.08,1
7624,2601.89,1
7629,643.34,1
7643,1003.72,1
7651,2786.48,1
7653,4023.63,1
7670,4239.55,1
7719,3503.5,1
7763,899.49,1
7763,22.55,1
7791,1577.93,1
7791,3237.48,1
7791,465.95,1
7791,31373.36,1
7791,789.95,1
7791,1000.56,1
7794,957.83,1
7796,747.79,1
7818,2579.47,1
7853,2552.97,1
7909,8879.56,1
7909,2128.09,1
7909,4138.19,1
7909,450.2,1
7931,1236.46,1
7949,2728.27,1
7981,15952.22,1
7992,1284.36,1
8009,0.0,1
8024,167.39,1
8024,2239.46,1
8046,342.58,1
8064,7504.54,1
8090,3981.01,1
8107,205.3,1
8130,141.36,1
8149,322.76,1
8151,18073.45,1
8165,25.05,1
8166,1733.31,1
8180,3177.82,1
8186,293.04,1
8187,1056.1,1
8214,5265.56,1
8239,2314.57,1
8248,0.0,1
8277,3300.24,1
8277,887.93,1
8305,3842.56,1
8338,182.77,1
8362,3042.06,1
8362,3150.28,1
8362,746.9,1
8362,1067.47,1
8380,30266.14,1
8437,853.71,1
8448,27613.54,1
8552,5703.39,1
8582,1041.67,1
8593,713.83,1
8595,4424.64,1
8596,1225.85,1
8596,657.35,1
8614,4888.64,1
8614,534.02,1
8614,371.59,1
8614,2387.49,1
8637,1370.97,1
8643,6243.49,1
8721,1494.51,1
8728,472.46,1
8748,1012.98,1
8771,321.83,1
8788,1225.87,1
8821,66359.11,1
8824,3920.08,1
8847,1944.6,1
8861,3198.54,1
8867,146.74,1
8980,840.31,1
9009,633.03,1
9009,58753.02,1
9016,3870.89,1
9024,49.64,1
9024,192.21,1
9024,1702.47,1
9024,1626.52,1
9063,3160.14,1
9072,820.63,1
9089,1851.18,1
9089,1040.79,1
9094,3482.4,1
9097,3168.16,1
9125,1251.58,1
9139,85.81,1
9146,3688.61,1
9161,2805.88,1
9202,1052.84,1
9253,80970.24,1
9277,378.1,1
9279,1284.4,1
9289,31307.73,1
9294,2219.77,1
9316,2735.76,1
9337,542.14,1
9374,12362.03,1
9383,12377.35,1
9400,3011.85,1
9410,3831.23,1
9428,1115.54,1
9455,1357.84,1
9455,1145.71,1
9464,2240.9,1
9504,467.65,1
9581,22.17,1
9582,1867.06,1
9582,301.88,1
9582,1419.68,1
9582,114.36,1
9582,288.08,1
9582,870.19,1
9582,1997.3,1
9582,2311.2,1
9582,4145.0,1
9582,5531.46,1
9582,22457.5,1
9582,374.84,1
9582,15850.29,1
9582,2996.81,1
9582,4785.05,1
9582,2791.51,1
9582,661.25,1
9582,654.37,1
9582,2128.81,1
9582,1436.88,1
9582,0.0,1
9582,667.5,1
9582,456.53,1
9582,215.64,1
9582,24440.57,1
9582,938.39,1
9596,1333.79,1
9599,54.12,1
9610,2280.78,1
9627,4524.36,1
9627,679.86,1
9634,558.07,1
9735,337.62,1
9735,3139.26,1
9739,314.8,1
9744,1968.8,1
9747,695.65,1
9815,2956.21,1
9868,1391.07,1
9877,10.58,1
9877,6751.47,1
9880,2059.91,1
9880,178.48,1
9889,672.78,1
9889,2492.09,1
9891,198.24,1
9891,6907.55,1
9902,2614.58,1
9946,80.74,1
9981,1485.46,1
10042,2947.48,1
10082,5462.44,1
10175,1031.91,1
10189,950.78,1
10211,221.29,1
10211,7747.55,1
10248,4133.0,1
10251,1369.48,1
10263,23094.14,1
10293,926.57,1
10293,381.34,1
10297,2923.76,1
10297,662.05,1
10302,4726.06,1
10337,1922.65,1
10337,366.02,1
10340,228.13,1
10354,1882.75,1
10388,1461.32,1
10414,4461.01,1
10424,3138.19,1
10452,3843.19,1
10459,510.77,1
10469,268.23,1
10470,1883.82,1
10557,205.45,1
10578,6354.84,1
10578,1769.01,1
10578,2296.51,1
10580,2046.21,1
10603,267.1,1
10603,2554.58,1
10620,4178.73,1
10647,8119.39,1
10656,1011.53,1
10660,322.86,1
10690,44012.54,1
10716,1057.03,1
10752,1973.92,1
10757,882.84,1
10769,350.64,1
10780,5655.29,1
10843,1054.91,1
10911,1604.66,1
10931,441.62,1
10988,6090.13,1
10990,609.58,1
11145,2207.12,1
11145,702.69,1
11145,4295.24,1
11162,2673.38,1
11204,1229.76,1
11208,53.73,1
11266,3139.21,1
11305,2648.22,1
11308,54805.53,1
11319,798.35,1
11332,1483.95,1
11333,5441.3,1
11346,0.0,1
11381,265.1,1
11495,609.32,1
11564,3922.37,1
11580,1244.21,1
11602,1113.93,1
11602,2936.87,1
11602,16321.64,1
11602,879.11,1
11615,667.39,1
11615,1353.18,1
11623,490.99,1
11623,3372.13,1
11637,504.96,1
11661,1138.18,1
11661,5221.21,1
11661,1823.02,1
11661,414.85,1
11661,27.04,1
11661,7203.49,1
11661,2093.31,1
11661,676.18,1
11661,97.11,1
11661,4551.01,1
11661,4297.56,1
11661,3084.15,1
11661,5241.11,1
11661,4192.56,1
11661,2796.42,1
11661,11836.34,1
11661,109.21,1
11661,5579.4,1
11661,1489.27,1
11661,1371.1,1
11661,24551.76,1
11661,2359.85,1
11661,0.0,1
11661,15674.22,1
11661,149.9,1
11661,314.6,1
11661,3030.96,1
11661,56018.82,1
11661,8331.25,1
11661,30.82,1
11661,1204.06,1
11661,1186.61,1
11661,1019.27,1
11661,596.36,1
11661,8060.02,1
11661,2485.46,1
11661,5385.51,1
11661,6888.41,1
11661,2297.26,1
11661,951.43,1
11661,2699.24,1
11661,206.28,1
11661,30648.72,1
11661,1733.94,1
11661,892.56,1
11661,3661.83,1
11661,24632.65,1
11661,663.65,1
11661,2085.96,1
11661,654.71,1
11661,4473.1,1
11661,4890.52,1
11677,103.31,1
11694,111.1,1
11732,406.63,1
11790,382.09,1
11797,1346.32,1
11797,1348.76,1
11797,513.27,1
11797,1437.54,1
11797,2741.07,1
11797,899.42,1
11797,2075.75,1
11822,1596.27,1
11861,638.05,1
11866,17.39,1
11898,4127.31,1
11912,953.38,1
11944,500.69,1
12020,4638.17,1
12026,22.51,1
12047,2641.69,1
12047,2402.47,1
12047,1670.56,1
12047,480.06,1
12047,224.16,1
12047,3266.8,1
12047,941.9,1
12077,745.39,1
12088,3192.52,1
12139,2339.84,1
12144,904.66,1
12147,3703.52,1
12165,1042.28,1
12175,931.92,1
12175,413.56,1
12189,1844.53,1
12214,102.56,1
12245,1728.15,1
12259,2968.4,1
12259,5302.69,1
12259,1691.59,1
12259,4610.05,1
12259,858.0,1
12259,977.96,1
12259,4075.15,1
12259,2970.79,1
12259,2316.44,1
12259,6011.74,1
12289,50894.37,1
12325,2051.01,1
12326,6072.47,1
12391,3301.78,1
12412,67.11,1
12412,32242.87,1
12412,775.31,1
12412,1202.7,1
12412,542.51,1
12412,3161.38,1
12412,3140.15,1
12412,3645.55,1
12412,3038.48,1
12412,460.11,1
12412,7301.41,1
12412,1166.44,1
12412,5552.21,1
12412,239.78,1
12412,160.95,1
12412,7659.38,1
12412,1000.93,1
12412,1.31,1
12412,7863.69,1
12412,1577.77,1
12412,915.19,1
12412,3213.81,1
12412,508.99,1
12412,1594.29,1
12412,2947.57,1
12412,111.07,1
12412,1044.74,1
12412,4169.5,1
12412,208.18,1
12412,1805.74,1
12412,0.0,1
12412,8408.66,1
12412,1375.11,1
12412,2311.18,1
12412,0.0,1
12412,1323.89,1
12412,2742.07,1
12412,1619.62,1
12412,545.76,1
12412,2898.75,1
12412,4722.13,1
12412,7488.62,1
12412,5099.24,1
12412,1307.15,1
12412,28550.75,1
12412,344.4,1
12412,2529.63,1
12412,2814.28,1
12412,519.09,1
12412,902.59,1
12412,4281.4,1
12412,280.17,1
12412,3579.4,1
12412,4551.64,1
12412,13471.12,1
12412,1295.42,1
12412,4386.25,1
12412,68.94,1
12412,3682.62,1
12412,3446.52,1
12412,2238.85,1
12412,4061.11,1
12412,1076.5,1
12412,35.04,1
12412,0.0,1
12412,47.54,1
12412,1599.71,1
12412,5189.41,1
12412,2835.8,1
12412,190.4,1
12412,1115.87,1
12412,225.2,1
12412,707.09,1
12412,625.84,1
12412,4247.4,1
12412,218.01,1
12412,3662.17,1
12412,586.26,1
12412,1829.45,1
12412,320.98,1
12412,3005.09,1
12412,810.11,1
12412,2510.61,1
12412,721.58,1
12412,24968.42,1
12412,64.58,1
12412,567.05,1
12412,2767.37,1
12412,6234.12,1
12412,489.87,1
12412,6023.65,1
12412,590.46,1
12412,6045.45,1
12412,663.22,1
12412,2553.76,1
12412,21.91,1
12412,2686.34,1
12412,154.96,1
12412,1323.41,1
12412,1933.64,1
12412,606.51,1
12412,2034.12,1
12412,3361.83,1
12412,424.81,1
12412,2986.99,1
12412,2380.81,1
12412,1917.59,1
12412,4624.49,1
12412,1476.66,1
12412,0.0,1
12412,419.71,1
12412,1152.33,1
12412,3272.88,1
12412,4645.71,1
12412,0.0,1
12412,231.3,1
12412,2675.8,1
12412,0.0,1
12412,3532.01,1
12412,200.39,1
12412,1728.37,1
12412,296.37,1
12412,3091.23,1
12412,1500.07,1
12412,18174.97,1
12412,662.19,1
12412,2643.85,1
12412,1147.74,1
12412,2797.85,1
12412,207.83,1
12412,118.59,1
12412,3733.91,1
12412,72.72,1
12412,188.49,1
12444,3271.73,1
12444,34.85,1
12461,73.24,1
12484,1066.96,1
12507,2735.66,1
12507,884.06,1
12508,4551.12,1
12515,6553.28,1
12531,1788.31,1
12534,605.91,1
12547,1381.38,1
12547,3228.1,1
12547,0.0,1
12583,1520.33,1
12588,1368.24,1
12589,2758.48,1
12604,2258.57,1
12604,972.79,1
12604,396.89,1
12604,2397.68,1
12623,1104.34,1
12674,3303.42,1
12703,65.33,1
12707,5855.02,1
12716,1364.59,1
12718,3751.78,1
12718,325.27,1
12718,1021.74,1
12718,717.19,1
12718,1404.49,1
12718,3582.71,1
12718,960.36,1
12718,4677.26,1
12718,3220.62,1
12718,1688.74,1
12718,1117.37,1
12718,1015.96,1
12718,3306.48,1
12718,563.79,1
12718,3726.13,1
12718,1915.75,1
12718,480.73,1
12718,444.97,1
12718,1220.7,1
12742,2425.55,1
12744,1568.64,1
12817,1429.03,1
12817,18746.8,1
12819,1959.55,1
12836,1850.94,1
12836,54.99,1
12934,5348.16,1
12975,50.73,1
12975,2252.04,1
12975,1548.18,1
13000,784.08,1
13034,3392.85,1
13048,1568.12,1
13100,1923.9,1
13124,1632.93,1
13150,1813.5,1
13150,6197.16,1
13150,27744.63,1
13150,273.05,1
13150,3129.1,1
13150,491.59,1
13150,1190.13,1
13150,278.97,1
13162,1124.27,1
13190,601.39,1
13197,1471.37,1
13302,2944.22,1
13322,0.0,1
13338,1892.16,1
13428,73238.44,1
13464,479.35,1
13471,2175.0,1
13542,2695.51,1
13550,526.61,1
13598,1383.7,1
13605,536.99,1
13622,385.35,1
13680,270.82,1
13735,4386.03,1
13737,4653.35,1
13741,870.29,1
13764,40447.09,1
13826,2036.74,1
13859,262.92,1
13859,547.73,1
13942,2490.96,1
13957,35484.65,1
13983,1767.34,1
13985,5784.12,1
14005,36.72,1
14020,713.7,1
14027,2572.47,1
14070,1986.95,1
14096,1757.87,1
14131,1354.88,1
14149,1035.27,1
14149,3741.17,1
14157,6807.08,1
14157,3905.99,1
14157,298.79,1
14157,0.0,1
14157,1996.41,1
14157,263.9,1
14157,2551.25,1
14157,1460.99,1
14160,548.14,1
14166,470.33,1
14191,265.62,1
14191,3192.5,1
14211,14635.34,1
14235,3719.74,1
14259,982.04,1
14262,67307.76,1
14356,1409.27,1
14361,1221.68,1
14384,1457.44,1
14406,0.0,1
14410,912.43,1
14442,262.85,1
14497,1342.44,1
14542,5499.93,1
14570,1072.82,1
14571,1702.71,1
14580,1178.89,1
14580,991.28,1
14580,3342.69,1
14580,351.28,1
14580,5135.33,1
14580,9312.26,1
14580,0.0,1
14580,73.01,1
14580,1651.67,1
14580,1052.9,1
14580,2815.23,1
14580,1714.71,1
14580,2906.86,1
14580,2817.42,1
14580,824.12,1
14580,27669.81,1
14580,2014.83,1
14580,3796.47,1
14615,2163.41,1
14625,601.73,1
14629,208.37,1
14713,1031.95,1
14766,3351.93,1
14766,3052.34,1
14792,2901.22,1
14816,392.94,1
14831,611.31,1
14831,6168.13,1
14831,855.62,1
14831,44.7,1
14831,6783.82,1
14831,705.48,1
14831,2245.72,1
14831,1937.68,1
14831,831.02,1
14831,406.6,1
14831,710.1,1
14885,1077.14,1
14890,4674.2,1
14937,1058.41,1
15040,1770.72,1
15040,2075.76,1
15040,13254.4,1
15112,373.9,1
15114,7293.5,1
15122,37.09,1
15124,5294.29,1
15126,3256.61,1
15149,6543.01,1
15152,368.97,1
15152,2669.58,1
15261,2532.62,1
15261,301.47,1
15261,907.37,1
15262,34.57,1
15323,2387.73,1
15374,923.81,1
15381,3224.2,1
15400,65.26,1
15409,4627.22,1
15431,2149.98,1
15469,109.24,1
15520,352.06,1
15539,4035.44,1
15574,950.25,1
15622,586.8,1
15640,170.72,1
15684,4007.64,1
15684,1153.75,1
15731,538.68,1
15732,2156.01,1
15732,4024.59,1
15755,1276.81,1
15772,1332.87,1
15794,1757.35,1
15835,47.09,1
15835,2809.28,1
15844,0.0,1
15844,2727.28,1
15844,2671.86,1
15844,918.64,1
15844,2074.61,1
15844,2414.28,1
15844,9515.33,1
15844,2929.4,1
15844,609.59,1
15844,1271.01,1
15844,6015.6,1
15846,2635.18,1
15949,1139.95,1
15949,6957.75,1
15952,574.4,1
15952,2705.39,1
15992,548.34,1
16043,1906.76,1
16050,774.36,1
16104,2403.18,1
16107,491.39,1
16127,1876.37,1
16127,211.59,1
16127,828.73,1
16131,727.66,1
16131,654.16,1
16131,408.13,1
16146,2799.47,1
16146,362.48,1
16165,556.91,1
16186,1424.41,1
16189,897.89,1
16221,9741.43,1
16256,2289.03,1
16267,5333.3,1
16354,255.3,1
16360,2229.67,1
16373,1281.39,1
16420,13643.95,1
16420,28851.32,1
16436,916.66,1
16436,115.4,1
16436,103.18,1
16495,1740.03,1
16509,34.42,1
16542,445.85,1
16551,4194.35,1
16572,2382.84,1
16572,15629.48,1
16575,2730.82,1
16578,5382.23,1
16584,1775.49,1
16584,815.63,1
16604,4602.55,1
16608,500.59,1
16642,1365.71,1
16651,247.15,1
16714,7714.67,1
16720,9569.7,1
16751,3480.95,1
16774,9234.78,1
16831,8234.13,1
16881,10081.05,1
16884,1381.24,1
16957,1535.82,1
16966,2102.18,1
17005,13505.3,1
17014,4333.64,1
17017,1462.3,1
17029,25.55,1
17029,67.03,1
17032,119.98,1
17152,393.69,1
17173,55059.86,1
17173,11023.02,1
17173,2841.45,1
17173,4657.87,1
17173,1451.11,1
17173,4775.71,1
17173,1840.08,1
17177,2214.44,1
17183,214.58,1
17183,6210.79,1
17227,2094.06,1
17233,6534.65,1
17249,365.2,1
17295,2079.68,1
17295,613.81,1
17332,642.85,1
17349,551.48,1
17349,120.06,1
17349,2871.93,1
17349,230.25,1
17349,4503.56,1
17431,729.26,1
17480,615.99,1
17492,124.07,1
17499,2203.17,1
17499,489.0,1
17499,900.86,1
17522,1685.27,1
17522,1802.59,1
17546,3357.75,1
17554,3840.87,1
17577,2574.32,1
17598,615.25,1
17598,2302.91,1
17598,1865.92,1
17640,3570.87,1
17645,3515.68,1
17708,3291.49,1
17729,409.41,1
17767,590.88,1
17772,1212.02,1
17793,4174.63,1
17815,2063.67,1
17829,2534.9,1
17863,1799.19,1
17864,4699.83,1
17897,867.58,1
17902,470.58,1
17902,290.55,1
17902,1547.42,1
17902,52.57,1
17902,194.65,1
17920,1760.24,1
17931,584.24,1
17963,992.71,1
17971,2818.12,1
18004,4253.53,1
18013,3342.75,1
18049,2113.37,1
18064,7.69,1
18121,4923.91,1
18121,4239.28,1
18127,1869.64,1
18178,6375.76,1
18183,2625.52,1
18190,751.69,1
18190,3416.18,1
18203,3815.74,1
18208,755.71,1
18222,1296.59,1
18236,3629.54,1
18236,563.24,1
18236,1454.45,1
18236,2908.81,1
18260,6076.35,1
18262,459.35,1
18266,64.48,1
18277,11222.58,1
18296,1813.18,1
18331,1197.74,1
18336,432.09,1
18338,2332.57,1
18462,7016.04,1
18542,7688.56,1
18556,2676.65,1
18556,7459.14,1
18570,682.12,1
18579,781.47,1
18579,230.94,1
18579,110.14,1
18579,6728.23,1
18579,870.88,1
18594,1384.03,1
18656,71.53,1
18710,4970.34,1
18739,9463.74,1
18742,71.22,1
18750,0.0,1
18750,37402.75,1
18759,138.91,1
18759,1838.98,1
18759,4983.42,1
18759,2370.49,1
18764,31.67,1
18773,650.94,1
18812,18537.25,1
18812,941.14,1
18812,3376.95,1
18813,110.61,1
18825,533.44,1
18854,144.2,1
18860,41.74,1
18898,935.27,1
18918,2016.49,1
18926,1.54,1
18944,4032.68,1
18959,672.47,1
18977,22.9,1
19090,141.68,1
19114,3934.12,1
19114,6960.37,1
19123,6868.86,1
19124,5549.68,1
19132,6327.92,1
19203,546.31,1
19220,839.4,1
19247,8903.63,1
19272,4020.16,1
19323,7326.12,1
19368,2084.49,1
19435,2069.03,1
19453,1353.87,1
19453,2717.43,1
19458,14.49,1
19471,10023.99,1
19472,1087.38,1
19473,748.29,1
19482,1985.81,1
19482,1321.45,1
19482,4719.13,1
19482,3919.76,1
19482,8958.37,1
19482,172.35,1
19482,714.61,1
19482,6979.97,1
19482,905.23,1
19482,4344.77,1
19482,1075.27,1
19482,3320.39,1
19482,5221.31,1
19482,3691.28,1
19482,1796.04,1
19482,6052.24,1
19482,1024.68,1
19482,2448.37,1
19482,7810.67,1
